,band,telescope,obsmjd,mag,mag_err,alert,Unnamed: 0
0,J,P200,59031.0,19.088,0.416,True,
1,H,P200,59031.0,17.848,0.176,True,
2,Ks,P200,59031.0,17.283,0.074,True,
3,J,P200,59121.0,19.706,0.529,True,
4,H,P200,59121.0,17.96,0.385,True,
5,Ks,P200,59121.0,17.654,0.084,True,
6,H,P200,59249.0,18.573,0.603,True,
7,Ks,P200,59249.0,18.08,0.053,True,
8,J,P200_sextractor,59031.0,18.0348,0.0,True,
9,H,P200_sextractor,59031.0,18.02,0.0,True,
10,Ks,P200_sextractor,59031.0,17.32,0.0,True,
11,J,P200_sextractor,59121.0,20.46,0.0,True,
12,H,P200_sextractor,59121.0,18.71,0.0,True,
13,Ks,P200_sextractor,59121.0,17.76,0.0,True,
14,H,P200_sextractor,59249.0,21.1,0.0,True,
15,Ks,P200_sextractor,59249.0,18.3,0.0,True,
16,UVW1,Swift,58659.78854484481,19.107174759482117,0.0973,True,0.0
17,U,Swift,58659.7905128747,18.472754069491018,0.1006,True,1.0
18,B,Swift,58659.7915243534,18.4764188950076,0.1191,True,2.0
19,UVW2,Swift,58659.7944571436,19.525675181543008,0.0996,True,3.0
20,V,Swift,58659.79738176151,18.37823259102435,0.1709,True,4.0
21,UVM2,Swift,58659.8016044712,19.42603682470462,0.0883,True,5.0
22,UVW1,Swift,58672.45259553661,19.33622783867057,0.099,True,6.0
23,U,Swift,58672.4536191868,18.721011808099945,0.1037,True,7.0
24,B,Swift,58672.4541145829,18.53768109500812,0.1145,True,8.0
25,UVW2,Swift,58672.455332737,19.96153284290883,0.1063,True,9.0
26,V,Swift,58672.4568844326,18.866203448314977,0.1903,True,10.0
27,UVM2,Swift,58672.4587656469,19.795192302045614,0.0902,True,11.0
28,UVW1,Swift,58678.267107131,19.589538710709004,0.1235,True,12.0
29,U,Swift,58678.26796510071,18.746748793301748,0.1214,True,13.0
30,B,Swift,58678.2684087162,18.159627912455186,0.1145,True,14.0
31,UVW2,Swift,58678.2696153778,20.234861802357543,0.1286,True,15.0
32,V,Swift,58678.27088990901,18.55046663980956,0.2022,True,16.0
33,UVM2,Swift,58678.2726693503,20.036049319110116,0.1063,True,17.0
34,U,Swift,58683.7623978765,18.85716904342988,0.1905,True,18.0
35,B,Swift,58683.7627717699,18.400963415200906,0.1923,True,19.0
36,UVW2,Swift,58683.7637992092,19.97057608606911,0.1717,True,20.0
37,V,Swift,58683.764813688605,18.59308706836853,0.3139,True,21.0
38,UVM2,Swift,58683.7660620427,19.5657182078221,0.1544,True,22.0
39,UVW1,Swift,58683.830723323896,19.34154533287071,0.106,True,23.0
40,UVW1,Swift,58688.4083206081,19.43353463375501,0.1531,True,24.0
41,U,Swift,58688.4092884474,18.57097955956196,0.148,True,25.0
42,B,Swift,58688.4098027423,18.492517187147957,0.1764,True,26.0
43,UVW2,Swift,58688.4112475566,19.76528024867304,0.1387,True,27.0
44,V,Swift,58688.412679154,18.9154023666188,0.3,True,28.0
45,UVM2,Swift,58688.4146820628,19.763228951865862,0.1321,True,29.0
46,UVW1,Swift,58693.6874959753,19.134972010487893,0.0878,True,30.0
47,U,Swift,58693.6892163963,18.71952056029371,0.0987,True,31.0
48,B,Swift,58693.6899205749,18.399667493209915,0.1039,True,32.0
49,UVW2,Swift,58693.6912134308,19.82391174771797,0.0973,True,33.0
50,V,Swift,58693.6939606131,18.36934006549977,0.1491,True,34.0
51,UVM2,Swift,58693.695510137804,19.539740970973035,0.083,True,35.0
52,UVW1,Swift,58705.7479276159,19.051280317681137,0.1044,True,36.0
53,U,Swift,58705.7495035445,18.54214048843552,0.1138,True,37.0
54,B,Swift,58705.7503166473,18.33679780914536,0.1248,True,38.0
55,UVW2,Swift,58705.7526763384,19.807604683914423,0.1155,True,39.0
56,V,Swift,58705.7550273459,18.11510888890957,0.1724,True,40.0
57,UVM2,Swift,58705.7585004806,19.580827770270048,0.0993,True,41.0
58,UVW1,Swift,58707.269841593705,19.179619984228594,0.0973,True,42.0
59,U,Swift,58707.2719360432,18.588256933808903,0.1027,True,43.0
60,B,Swift,58707.273011561,18.31766691348414,0.1083,True,44.0
61,UVW2,Swift,58707.2761364686,19.81255274696645,0.1047,True,45.0
62,V,Swift,58707.27925218269,18.637629038866415,0.1825,True,46.0
63,UVM2,Swift,58707.2838713867,19.672214768769752,0.0915,True,47.0
64,UVW1,Swift,58712.4132152265,19.399115724239078,0.1119,True,48.0
65,U,Swift,58712.41413551151,18.74099705589742,0.1234,True,49.0
66,B,Swift,58712.4146585539,18.681789482634645,0.1563,True,50.0
